"","StateFIPS","panel","id","age","ageyng","numkids","black","metro","Y0","Q0","less_hs","hs","some_coll","coll","SOI","Q","year","EMP","EARN","AFDC","FS","fips","unemp","cpi","chcare","amt_fam1","amt_fam2","amt_for1","amt_rel1","amt_rel2","amt_nan1","amt_nan2","usecare","paid_cc","ccuniv1","ccuniv2"
"41",32,1992,565111911101,21,2,2,0,"Metro",1992,1,TRUE,FALSE,FALSE,FALSE,29,1,1993,TRUE,3508.5778401122,FALSE,TRUE,32.0000000000003,6.9,0.84478672985782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",32,1992,565111911101,21,2,2,0,"Metro",1992,1,TRUE,FALSE,FALSE,FALSE,29,2,1993,TRUE,3868.33333333333,FALSE,TRUE,32.0000000000003,7,0.853080568720379,0,NA,NA,NA,0,NA,NA,NA,TRUE,0,1,0
"43",32,1992,565111911101,21,2,2,0,"Metro",1992,1,TRUE,FALSE,FALSE,FALSE,29,3,1993,NA,NA,NA,NA,32.0000000000003,7,0.855450236966825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",32,1992,565111911101,21,2,2,0,"Metro",1992,1,TRUE,FALSE,FALSE,FALSE,29,4,1993,TRUE,3433.92724776939,FALSE,FALSE,32.0000000000003,6.7,0.863151658767772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",32,1992,565111911101,21,2,2,0,"Metro",1992,1,TRUE,FALSE,FALSE,FALSE,29,1,1994,TRUE,3581.51573187415,FALSE,FALSE,32.0000000000003,6.5,0.866113744075829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",32,1992,565111911101,21,2,2,0,"Metro",1992,1,TRUE,FALSE,FALSE,FALSE,29,2,1994,TRUE,3779.10447761194,FALSE,FALSE,32.0000000000003,6.4,0.873222748815166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",32,1992,565111911101,21,2,2,0,"Metro",1992,1,TRUE,FALSE,FALSE,FALSE,29,3,1994,NA,NA,NA,NA,32.0000000000003,6.2,0.87914691943128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",32,1992,565111911101,21,2,2,0,"Metro",1992,1,TRUE,FALSE,FALSE,FALSE,29,4,1994,FALSE,NA,FALSE,FALSE,32.0000000000003,6.1,0.885663507109005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",8,1992,565118611103,17,11,4,1,"Residual",1992,1,TRUE,FALSE,FALSE,FALSE,6,1,1992,FALSE,NA,FALSE,NA,8.0000000000003,5.8,0.818127962085308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",8,1992,565118611103,17,11,4,1,"Residual",1992,1,TRUE,FALSE,FALSE,FALSE,6,2,1992,FALSE,NA,TRUE,TRUE,8.0000000000003,6.1,0.826421800947867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",8,1992,565118611103,17,11,4,1,"Residual",1992,1,TRUE,FALSE,FALSE,FALSE,6,3,1992,NA,NA,NA,NA,8.0000000000003,6.2,0.832345971563981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",8,1992,565118611103,17,11,4,1,"Residual",1992,1,TRUE,FALSE,FALSE,FALSE,6,4,1992,TRUE,1671.33427362482,TRUE,TRUE,8.0000000000003,6.1,0.840047393364929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",8,1992,565118611103,17,11,4,1,"Residual",1992,1,TRUE,FALSE,FALSE,FALSE,6,1,1993,FALSE,NA,TRUE,TRUE,8.0000000000003,6,0.84478672985782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",8,1992,565118611103,17,11,4,1,"Residual",1992,1,TRUE,FALSE,FALSE,FALSE,6,2,1993,FALSE,NA,TRUE,TRUE,8.0000000000003,5.7,0.853080568720379,0,NA,NA,NA,NA,NA,NA,NA,FALSE,0,1,0
"55",8,1992,565118611103,17,11,4,1,"Residual",1992,1,TRUE,FALSE,FALSE,FALSE,6,3,1993,NA,NA,NA,NA,8.0000000000003,5.3,0.855450236966825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",8,1992,565118611103,17,11,4,1,"Residual",1992,1,TRUE,FALSE,FALSE,FALSE,6,4,1993,TRUE,868.908716540838,TRUE,TRUE,8.0000000000003,5,0.863151658767772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",8,1992,565118611103,17,11,4,1,"Residual",1992,1,TRUE,FALSE,FALSE,FALSE,6,1,1994,FALSE,NA,TRUE,TRUE,8.0000000000003,4.8,0.866113744075829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",8,1992,565118611103,17,11,4,1,"Residual",1992,1,TRUE,FALSE,FALSE,FALSE,6,2,1994,FALSE,NA,TRUE,TRUE,8.0000000000003,4.5,0.873222748815166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",8,1992,565118611103,17,11,4,1,"Residual",1992,1,TRUE,FALSE,FALSE,FALSE,6,3,1994,NA,NA,NA,NA,8.0000000000003,4,0.87914691943128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",8,1992,565118611103,17,11,4,1,"Residual",1992,1,TRUE,FALSE,FALSE,FALSE,6,4,1994,FALSE,NA,TRUE,TRUE,8.0000000000003,3.7,0.885663507109005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",8,1992,565118611105,12,11,4,1,"Residual",1992,1,TRUE,FALSE,FALSE,FALSE,6,1,1992,FALSE,NA,FALSE,NA,8.0000000000003,5.8,0.818127962085308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",8,1992,565118611105,12,11,4,1,"Residual",1992,1,TRUE,FALSE,FALSE,FALSE,6,2,1992,FALSE,NA,FALSE,FALSE,8.0000000000003,6.1,0.826421800947867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",8,1992,565118611105,12,11,4,1,"Residual",1992,1,TRUE,FALSE,FALSE,FALSE,6,3,1992,NA,NA,NA,NA,8.0000000000003,6.2,0.832345971563981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",8,1992,565118611105,12,11,4,1,"Residual",1992,1,TRUE,FALSE,FALSE,FALSE,6,4,1992,FALSE,NA,FALSE,FALSE,8.0000000000003,6.1,0.840047393364929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",8,1992,565118611105,12,11,4,1,"Residual",1992,1,TRUE,FALSE,FALSE,FALSE,6,1,1993,FALSE,NA,FALSE,FALSE,8.0000000000003,6,0.84478672985782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",8,1992,565118611105,12,11,4,1,"Residual",1992,1,TRUE,FALSE,FALSE,FALSE,6,2,1993,FALSE,NA,FALSE,FALSE,8.0000000000003,5.7,0.853080568720379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",8,1992,565118611105,12,11,4,1,"Residual",1992,1,TRUE,FALSE,FALSE,FALSE,6,3,1993,NA,NA,NA,NA,8.0000000000003,5.3,0.855450236966825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",8,1992,565118611105,12,11,4,1,"Residual",1992,1,TRUE,FALSE,FALSE,FALSE,6,4,1993,FALSE,NA,FALSE,FALSE,8.0000000000003,5,0.863151658767772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",8,1992,565118611105,12,11,4,1,"Residual",1992,1,TRUE,FALSE,FALSE,FALSE,6,1,1994,FALSE,NA,FALSE,FALSE,8.0000000000003,4.8,0.866113744075829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",8,1992,565118611105,12,11,4,1,"Residual",1992,1,TRUE,FALSE,FALSE,FALSE,6,2,1994,FALSE,NA,FALSE,FALSE,8.0000000000003,4.5,0.873222748815166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",8,1992,565118611105,12,11,4,1,"Residual",1992,1,TRUE,FALSE,FALSE,FALSE,6,3,1994,NA,NA,NA,NA,8.0000000000003,4,0.87914691943128,0,NA,NA,NA,NA,NA,NA,NA,TRUE,0,0,1
"72",8,1992,565118611105,12,11,4,1,"Residual",1992,1,TRUE,FALSE,FALSE,FALSE,6,4,1994,FALSE,NA,FALSE,FALSE,8.0000000000003,3.7,0.885663507109005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",18,1993,594473211101,23,0,1,1,"Residual",1993,1,FALSE,FALSE,TRUE,FALSE,15,1,1993,FALSE,NA,FALSE,NA,18.0000000000003,5.7,0.84478672985782,0,NA,NA,NA,NA,0,NA,NA,TRUE,0,0,1
"74",18,1993,594473211101,23,0,1,1,"Residual",1993,1,FALSE,FALSE,TRUE,FALSE,15,2,1993,NA,NA,NA,NA,18.0000000000003,5.6,0.853080568720379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",18,1993,594473211101,23,0,1,1,"Residual",1993,1,FALSE,FALSE,TRUE,FALSE,15,3,1993,NA,NA,NA,NA,18.0000000000003,4.7,0.855450236966825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",18,1993,594473211101,23,0,1,1,"Residual",1993,1,FALSE,FALSE,TRUE,FALSE,15,4,1993,TRUE,2432.94440631435,FALSE,TRUE,18.0000000000003,4.5,0.863151658767772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",18,1993,594473211101,23,0,1,1,"Residual",1993,1,FALSE,FALSE,TRUE,FALSE,15,1,1994,TRUE,1655.67168262654,FALSE,TRUE,18.0000000000003,4.8,0.866113744075829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",18,1993,594473211101,23,0,1,1,"Residual",1993,1,FALSE,FALSE,TRUE,FALSE,15,2,1994,TRUE,1752.1302578019,FALSE,TRUE,18.0000000000003,4.8,0.873222748815166,192.390773405699,NA,NA,NA,NA,NA,42,NA,TRUE,1,1,0
"79",18,1993,594473211101,23,0,1,1,"Residual",1993,1,FALSE,FALSE,TRUE,FALSE,15,3,1994,NA,NA,NA,NA,18.0000000000003,4.7,0.87914691943128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",18,1993,594473211101,23,0,1,1,"Residual",1993,1,FALSE,FALSE,TRUE,FALSE,15,4,1994,FALSE,NA,FALSE,TRUE,18.0000000000003,4.5,0.885663507109005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",18,1993,594473211101,23,0,1,1,"Residual",1993,1,FALSE,FALSE,TRUE,FALSE,15,1,1995,TRUE,2526.94610778443,FALSE,FALSE,18.0000000000003,4.2,0.890402843601896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",18,1993,594473211101,23,0,1,1,"Residual",1993,1,FALSE,FALSE,TRUE,FALSE,15,2,1995,TRUE,2500.32916392363,FALSE,FALSE,18.0000000000003,4.5,0.899881516587678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",18,1993,594473211101,23,0,1,1,"Residual",1993,1,FALSE,FALSE,TRUE,FALSE,15,3,1995,NA,NA,NA,NA,18.0000000000003,4.5,0.903436018957346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",18,1993,594473211101,23,0,1,1,"Residual",1993,1,FALSE,FALSE,TRUE,FALSE,15,4,1995,TRUE,2471.04749512037,FALSE,FALSE,18.0000000000003,4.4,0.910545023696682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",10,1992,607409811103,30,2,0,0,"Metro",1992,1,TRUE,FALSE,FALSE,FALSE,8,1,1992,FALSE,NA,TRUE,NA,10.0000000000003,5.4,0.818127962085308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",10,1992,607409811103,30,2,0,0,"Metro",1992,1,TRUE,FALSE,FALSE,FALSE,8,2,1992,FALSE,NA,FALSE,TRUE,10.0000000000003,5.4,0.826421800947867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",10,1992,607409811103,30,2,0,0,"Metro",1992,1,TRUE,FALSE,FALSE,FALSE,8,3,1992,FALSE,NA,FALSE,TRUE,10.0000000000003,5.3,0.832345971563981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",10,1992,607409811103,30,2,0,0,"Metro",1992,1,TRUE,FALSE,FALSE,FALSE,8,4,1992,NA,NA,NA,NA,10.0000000000003,5,0.840047393364929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",10,1992,607409811103,30,2,0,0,"Metro",1992,1,TRUE,FALSE,FALSE,FALSE,8,1,1993,FALSE,NA,TRUE,TRUE,10.0000000000003,4.8,0.84478672985782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",10,1992,607409811103,30,2,0,0,"Metro",1992,1,TRUE,FALSE,FALSE,FALSE,8,2,1993,TRUE,4367.7,TRUE,TRUE,10.0000000000003,4.7,0.853080568720379,0,NA,NA,NA,NA,NA,NA,NA,FALSE,0,1,0
"91",10,1992,607409811103,30,2,0,0,"Metro",1992,1,TRUE,FALSE,FALSE,FALSE,8,3,1993,FALSE,NA,TRUE,TRUE,10.0000000000003,4.9,0.855450236966825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",10,1992,607409811103,30,2,0,0,"Metro",1992,1,TRUE,FALSE,FALSE,FALSE,8,4,1993,NA,NA,NA,NA,10.0000000000003,5.1,0.863151658767772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",10,1992,607409811103,30,2,0,0,"Metro",1992,1,TRUE,FALSE,FALSE,FALSE,8,1,1994,FALSE,NA,TRUE,TRUE,10.0000000000003,5.2,0.866113744075829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",10,1992,607409811103,30,2,0,0,"Metro",1992,1,TRUE,FALSE,FALSE,FALSE,8,2,1994,FALSE,NA,TRUE,TRUE,10.0000000000003,5.1,0.873222748815166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",10,1992,607409811103,30,2,0,0,"Metro",1992,1,TRUE,FALSE,FALSE,FALSE,8,3,1994,FALSE,NA,TRUE,TRUE,10.0000000000003,4.7,0.87914691943128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",10,1992,607409811103,30,2,0,0,"Metro",1992,1,TRUE,FALSE,FALSE,FALSE,8,4,1994,NA,NA,NA,NA,10.0000000000003,4.2,0.885663507109005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",42,1992,645162111102,22,0,0,1,"Metro",1992,1,TRUE,FALSE,FALSE,FALSE,39,1,1992,FALSE,NA,FALSE,NA,42.0000000000003,7.4,0.818127962085308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",42,1992,645162111102,22,0,0,1,"Metro",1992,1,TRUE,FALSE,FALSE,FALSE,39,2,1992,NA,NA,NA,NA,42.0000000000003,7.5,0.826421800947867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",42,1992,645162111102,22,0,0,1,"Metro",1992,1,TRUE,FALSE,FALSE,FALSE,39,3,1992,FALSE,NA,TRUE,TRUE,42.0000000000003,7.6,0.832345971563981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",42,1992,645162111102,22,0,0,1,"Metro",1992,1,TRUE,FALSE,FALSE,FALSE,39,4,1992,NA,NA,NA,NA,42.0000000000003,7.4,0.840047393364929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",42,1992,645162111102,22,0,0,1,"Metro",1992,1,TRUE,FALSE,FALSE,FALSE,39,1,1993,NA,NA,NA,NA,42.0000000000003,7.2,0.84478672985782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",42,1992,645162111102,22,0,0,1,"Metro",1992,1,TRUE,FALSE,FALSE,FALSE,39,2,1993,TRUE,896.75,FALSE,TRUE,42.0000000000003,7,0.853080568720379,0,NA,NA,NA,NA,NA,NA,NA,TRUE,0,1,0
"103",42,1992,645162111102,22,0,0,1,"Metro",1992,1,TRUE,FALSE,FALSE,FALSE,39,3,1993,TRUE,894.265927977839,FALSE,TRUE,42.0000000000003,7,0.855450236966825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",42,1992,645162111102,22,0,0,1,"Metro",1992,1,TRUE,FALSE,FALSE,FALSE,39,4,1993,NA,NA,NA,NA,42.0000000000003,6.8,0.863151658767772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
